n,s,s_over_n,shape,config
5448,2447,0.449156,S3,1x3001 + 2447* (q=1223)
5449,5449,1.000000,S1,"AGL(1,5449)"
5450,1361,0.249725,S7f3,3x1361 + 1367* (q=683)
5451,1033,0.189507,S7f4,4x1033 + 1319* (q=659)
5452,2663,0.488445,S3,1x2789 + 2663* (q=11)
5453,1459,0.267559,S7f2,2x1997 + 1459* (q=3)
5454,2663,0.488265,S3,1x2791 + 2663* (q=11)
5455,1091,0.200000,S2,5x1091
5456,1279,0.234421,S7f3,3x1279 + 1619* (q=809)
5457,1709,0.313176,S7f2,2x1709 + 2039* (q=1019)
5458,2729,0.500000,S2,2x2729
5459,487,0.089210,S11,3x1171 + 487* + 1459* (q=3)
5460,2663,0.487729,S3,1x2797 + 2663* (q=11)
5461,1777,0.325398,S7f2,2x1777 + 1907* (q=953)
5462,2731,0.500000,S2,2x2731
5463,1367,0.250229,S7f2,2x2048 + 1367* (q=683)
5464,2663,0.487372,S3,1x2801 + 2663* (q=11)
5465,1459,0.266972,S7f2,2x2003 + 1459* (q=3)
5466,2663,0.487194,S3,1x2803 + 2663* (q=11)
5467,911,0.166636,S7f4,4x911 + 1823* (q=911)
5468,1367,0.250000,S2,4x1367
5469,1823,0.333333,S2,3x1823
5470,2591,0.473675,S3,1x2591 + 2879* (q=1439)
5471,5471,1.000000,S1,"AGL(1,5471)"
5472,2663,0.486659,S3,1x2809 + 2663* (q=11)
5473,1783,0.325781,S7f2,2x1783 + 1907* (q=953)
5474,1367,0.249726,S7f3,3x1369 + 1367* (q=683)
5475,1039,0.189772,S7f4,4x1039 + 1319* (q=659)
5476,2657,0.485208,S3,1x2657 + 2819* (q=1409)
5477,5477,1.000000,S1,"AGL(1,5477)"
5478,2659,0.485396,S3,1x2659 + 2819* (q=1409)
5479,5479,1.000000,S1,"AGL(1,5479)"
5480,1459,0.266241,S3,1x4021 + 1459* (q=3)
5481,1787,0.326035,S7f2,2x1787 + 1907* (q=953)
5482,2741,0.500000,S2,2x2741
5483,5483,1.000000,S1,"AGL(1,5483)"
5484,2521,0.459701,S3,1x2521 + 2963* (q=1481)
5485,1823,0.332361,S7f2,2x1831 + 1823* (q=911)
5486,1459,0.265950,S3,1x4027 + 1459* (q=3)
5487,1051,0.191544,S7f4,4x1051 + 1283* (q=641)
5488,2609,0.475401,S3,1x2609 + 2879* (q=1439)
5489,751,0.136819,S7f6,6x751 + 983* (q=491)
5490,2671,0.486521,S3,1x2671 + 2819* (q=1409)
5491,1031,0.187762,S7f4,4x1031 + 1367* (q=683)
5492,1373,0.250000,S2,4x1373
5493,1831,0.333333,S2,3x1831
5494,2591,0.471605,S3,1x2591 + 2903* (q=1451)
5495,1009,0.183621,S7f4,4x1009 + 1459* (q=3)
5496,2677,0.487082,S3,1x2677 + 2819* (q=1409)
5497,1699,0.309078,S7f2,2x1699 + 2099* (q=1049)
5498,2749,0.500000,S2,2x2749
5499,1033,0.187852,S7f4,4x1033 + 1367* (q=683)
5500,2663,0.484182,S3,1x2837 + 2663* (q=11)
5501,5501,1.000000,S1,"AGL(1,5501)"
5502,2683,0.487641,S3,1x2683 + 2819* (q=1409)
5503,5503,1.000000,S1,"AGL(1,5503)"
5504,1327,0.241097,S7f3,3x1327 + 1523* (q=761)
5505,1733,0.314805,S7f2,2x1733 + 2039* (q=1019)
5506,2753,0.500000,S2,2x2753
5507,5507,1.000000,S1,"AGL(1,5507)"
5508,2689,0.488199,S3,1x2689 + 2819* (q=1409)
5509,1801,0.326920,S7f2,2x1801 + 1907* (q=953)
5510,1459,0.264791,S3,1x4051 + 1459* (q=3)
5511,1051,0.190709,S7f4,4x1051 + 1307* (q=653)
5512,2693,0.488570,S3,1x2693 + 2819* (q=1409)
5513,1459,0.264647,S7f2,2x2027 + 1459* (q=3)
5514,2663,0.482952,S3,1x2851 + 2663* (q=11)
5515,2048,0.371351,S3,1x2048 + 3467* (q=1733)
5516,1459,0.264503,S3,1x4057 + 1459* (q=3)
5517,1823,0.330433,S7f2,2x1847 + 1823* (q=911)
5518,2699,0.489126,S3,1x2699 + 2819* (q=1409)
5519,5519,1.000000,S1,"AGL(1,5519)"
5520,2663,0.482428,S3,1x2857 + 2663* (q=11)
5521,5521,1.000000,S1,"AGL(1,5521)"
5522,1361,0.246469,S7f3,3x1361 + 1439* (q=719)
5523,1051,0.190295,S7f4,4x1051 + 1319* (q=659)
5524,2663,0.482078,S3,1x2861 + 2663* (q=11)
5525,773,0.139910,S7f6,6x773 + 887* (q=443)
5526,2707,0.489866,S3,1x2707 + 2819* (q=1409)
5527,5527,1.000000,S1,"AGL(1,5527)"
5528,1303,0.235709,S7f3,3x1303 + 1619* (q=809)
5529,1811,0.327546,S7f2,2x1811 + 1907* (q=953)
5530,2711,0.490235,S3,1x2711 + 2819* (q=1409)
5531,5531,1.000000,S1,"AGL(1,5531)"
5532,2713,0.490419,S3,1x2713 + 2819* (q=1409)
5533,1753,0.316826,S7f2,2x1753 + 2027* (q=1013)
5534,2767,0.500000,S2,2x2767
5535,1439,0.259982,S7f2,2x2048 + 1439* (q=719)
5536,2657,0.479949,S3,1x2657 + 2879* (q=1439)
5537,1459,0.263500,S7f2,2x2039 + 1459* (q=3)
5538,2719,0.490971,S3,1x2719 + 2819* (q=1409)
5539,1013,0.182885,S7f4,4x1013 + 1487* (q=743)
5540,1367,0.246751,S7f3,3x1367 + 1439* (q=719)
5541,1847,0.333333,S2,3x1847
5542,2663,0.480512,S3,1x2663 + 2879* (q=1439)
5543,1021,0.184196,S7f4,4x1021 + 1459* (q=3)
5544,2521,0.454726,S3,1x2521 + 3023* (q=1511)
5545,1823,0.328765,S7f2,2x1861 + 1823* (q=911)
5546,1369,0.246845,S7f3,3x1369 + 1439* (q=719)
5547,1849,0.333333,S2,3x1849
5548,2729,0.491889,S3,1x2729 + 2819* (q=1409)
5549,761,0.137142,S7f6,6x761 + 983* (q=491)
5550,2731,0.492072,S3,1x2731 + 2819* (q=1409)
5551,1091,0.196541,S7f4,4x1091 + 1187* (q=593)
5552,1459,0.262788,S3,1x4093 + 1459* (q=3)
5553,1823,0.328291,S7f2,2x1823 + 1907* (q=953)
5554,2777,0.500000,S2,2x2777
5555,1459,0.262646,S7f2,2x2048 + 1459* (q=3)
5556,2677,0.481821,S3,1x2677 + 2879* (q=1439)
5557,5557,1.000000,S1,"AGL(1,5557)"
5558,1459,0.262504,S3,1x4099 + 1459* (q=3)
5559,1093,0.196618,S7f4,4x1093 + 1187* (q=593)
5560,2741,0.492986,S3,1x2741 + 2819* (q=1409)
5561,1187,0.213451,S7f2,2x2187 + 1187* (q=593)
5562,2683,0.482380,S3,1x2683 + 2879* (q=1439)
5563,5563,1.000000,S1,"AGL(1,5563)"
5564,1367,0.245687,S7f3,3x1399 + 1367* (q=683)
5565,1823,0.327583,S7f2,2x1871 + 1823* (q=911)
5566,2687,0.482752,S3,1x2687 + 2879* (q=1439)
5567,379,0.068080,S7f12,12x379 + 1019* (q=509)
5568,2749,0.493714,S3,1x2749 + 2819* (q=1409)
5569,5569,1.000000,S1,"AGL(1,5569)"
5570,1459,0.261939,S3,1x4111 + 1459* (q=3)
5571,1063,0.190810,S7f4,4x1063 + 1319* (q=659)
5572,2753,0.494078,S3,1x2753 + 2819* (q=1409)
5573,5573,1.000000,S1,"AGL(1,5573)"
5574,2671,0.479189,S3,1x2671 + 2903* (q=1451)
5575,1097,0.196771,S7f4,4x1097 + 1187* (q=593)
5576,1319,0.236549,S7f3,3x1319 + 1619* (q=809)
5577,1823,0.326878,S7f2,2x1877 + 1823* (q=911)
5578,2789,0.500000,S2,2x2789
5579,797,0.142857,S2,7x797
5580,2677,0.479749,S3,1x2677 + 2903* (q=1451)
5581,5581,1.000000,S1,"AGL(1,5581)"
5582,2791,0.500000,S2,2x2791
5583,1861,0.333333,S2,3x1861
5584,2621,0.469377,S3,1x2621 + 2963* (q=1481)
5585,1459,0.261235,S7f2,2x2063 + 1459* (q=3)
5586,2767,0.495346,S3,1x2767 + 2819* (q=1409)
5587,983,0.175944,S7f4,4x1151 + 983* (q=491)
5588,1459,0.261095,S3,1x4129 + 1459* (q=3)
5589,1571,0.281088,S7f2,2x1571 + 2447* (q=1223)
5590,2711,0.484973,S3,1x2711 + 2879* (q=1439)
5591,5591,1.000000,S1,"AGL(1,5591)"
5592,2713,0.485157,S3,1x2713 + 2879* (q=1439)
5593,1783,0.318791,S7f2,2x1783 + 2027* (q=1013)
5594,2797,0.500000,S2,2x2797
5595,1069,0.191063,S7f4,4x1069 + 1319* (q=659)
5596,2777,0.496247,S3,1x2777 + 2819* (q=1409)
5597,1459,0.260675,S7f2,2x2069 + 1459* (q=3)
5598,2719,0.485709,S3,1x2719 + 2879* (q=1439)
5599,1103,0.196999,S7f4,4x1103 + 1187* (q=593)
5600,1327,0.236964,S7f3,3x1327 + 1619* (q=809)
5601,1867,0.333333,S2,3x1867
5602,2801,0.500000,S2,2x2801
5603,487,0.086918,S7f4,4x1279 + 487* (q=3)
5604,2437,0.434868,S3,1x2437 + 3167* (q=1583)
5605,1849,0.329884,S7f2,2x1849 + 1907* (q=953)
5606,2803,0.500000,S2,2x2803
5607,1021,0.182094,S7f4,4x1021 + 1523* (q=761)
5608,2789,0.497325,S3,1x2789 + 2819* (q=1409)
5609,787,0.140310,S7f6,6x787 + 887* (q=443)
5610,2791,0.497504,S3,1x2791 + 2819* (q=1409)
5611,1061,0.189093,S7f4,4x1061 + 1367* (q=683)
5612,1459,0.259979,S3,1x4153 + 1459* (q=3)
5613,1871,0.333333,S2,3x1871
5614,2711,0.482900,S3,1x2711 + 2903* (q=1451)
5615,1123,0.200000,S2,5x1123
5616,2797,0.498041,S3,1x2797 + 2819* (q=1409)
5617,1789,0.318497,S7f2,2x1789 + 2039* (q=1019)
5618,2809,0.500000,S2,2x2809
5619,1873,0.333333,S2,3x1873
5620,2801,0.498399,S3,1x2801 + 2819* (q=1409)
5621,1459,0.259562,S7f2,2x2081 + 1459* (q=3)
5622,2803,0.498577,S3,1x2803 + 2819* (q=1409)
5623,5623,1.000000,S1,"AGL(1,5623)"
5624,1367,0.243065,S7f3,3x1367 + 1523* (q=761)
5625,1823,0.324089,S7f2,2x1901 + 1823* (q=911)
5626,2663,0.473338,S3,1x2663 + 2963* (q=1481)
5627,521,0.092589,S7f8,8x521 + 1459* (q=3)
5628,2809,0.499112,S3,1x2809 + 2819* (q=1409)
5629,1861,0.330609,S7f2,2x1861 + 1907* (q=953)
5630,1381,0.245293,S7f3,3x1381 + 1487* (q=743)
5631,1877,0.333333,S2,3x1877
5632,2753,0.488814,S3,1x2753 + 2879* (q=1439)
5633,1459,0.259009,S7f2,2x2087 + 1459* (q=3)
5634,2731,0.484736,S3,1x2731 + 2903* (q=1451)
5635,1049,0.186158,S7f4,4x1049 + 1439* (q=719)
5636,1459,0.258872,S3,1x4177 + 1459* (q=3)
5637,1879,0.333333,S2,3x1879
5638,2819,0.500000,S2,2x2819
5639,5639,1.000000,S1,"AGL(1,5639)"
5640,2677,0.474645,S3,1x2677 + 2963* (q=1481)
5641,5641,1.000000,S1,"AGL(1,5641)"
5642,1373,0.243353,S7f3,3x1373 + 1523* (q=761)
5643,1069,0.189438,S7f4,4x1069 + 1367* (q=683)
5644,2741,0.485648,S3,1x2741 + 2903* (q=1451)
5645,1129,0.200000,S2,5x1129
5646,2767,0.490081,S3,1x2767 + 2879* (q=1439)
5647,5647,1.000000,S1,"AGL(1,5647)"
5648,1367,0.242033,S7f3,3x1427 + 1367* (q=683)
5649,1871,0.331209,S7f2,2x1871 + 1907* (q=953)
5650,2687,0.475575,S3,1x2687 + 2963* (q=1481)
5651,5651,1.000000,S1,"AGL(1,5651)"
5652,2819,0.498762,S3,1x2833 + 2819* (q=1409)
5653,5653,1.000000,S1,"AGL(1,5653)"
5654,2187,0.386806,S3,1x2187 + 3467* (q=1733)
5655,1117,0.197524,S7f4,4x1117 + 1187* (q=593)
5656,2819,0.498409,S3,1x2837 + 2819* (q=1409)
5657,5657,1.000000,S1,"AGL(1,5657)"
5658,2659,0.469954,S3,1x2659 + 2999* (q=1499)
5659,5659,1.000000,S1,"AGL(1,5659)"
5660,1459,0.257774,S3,1x4201 + 1459* (q=3)
5661,1877,0.331567,S7f2,2x1877 + 1907* (q=953)
5662,2819,0.497881,S3,1x2843 + 2819* (q=1409)
5663,1051,0.185591,S7f4,4x1051 + 1459* (q=3)
5664,2663,0.470162,S3,1x3001 + 2663* (q=11)
5665,1879,0.331686,S7f2,2x1879 + 1907* (q=953)
5666,2833,0.500000,S2,2x2833
5667,1889,0.333333,S2,3x1889
5668,2789,0.492061,S3,1x2789 + 2879* (q=1439)
5669,5669,1.000000,S1,"AGL(1,5669)"
5670,2819,0.497178,S3,1x2851 + 2819* (q=1409)
5671,2048,0.361136,S3,1x2048 + 3623* (q=1811)
5672,1319,0.232546,S7f3,3x1451 + 1319* (q=659)
5673,1823,0.321347,S7f2,2x1823 + 2027* (q=1013)
5674,2837,0.500000,S2,2x2837
5675,512,0.090220,S7f3,3x512 + 4139* (q=2069)
5676,2819,0.496653,S3,1x2857 + 2819* (q=1409)
5677,1789,0.315131,S7f2,2x1789 + 2099* (q=1049)
5678,1459,0.256957,S3,1x4219 + 1459* (q=3)
5679,1123,0.197746,S7f4,4x1123 + 1187* (q=593)
5680,2819,0.496303,S3,1x2861 + 2819* (q=1409)
5681,1459,0.256821,S7f2,2x2111 + 1459* (q=3)
5682,2803,0.493312,S3,1x2803 + 2879* (q=1439)
5683,5683,1.000000,S1,"AGL(1,5683)"
5684,1399,0.246129,S7f3,3x1399 + 1487* (q=743)
5685,1889,0.332278,S7f2,2x1889 + 1907* (q=953)
5686,2843,0.500000,S2,2x2843
5687,389,0.068402,S7f12,12x389 + 1019* (q=509)
5688,2809,0.493847,S3,1x2809 + 2879* (q=1439)
5689,5689,1.000000,S1,"AGL(1,5689)"
5690,1459,0.256415,S3,1x4231 + 1459* (q=3)
5691,1093,0.192058,S7f4,4x1093 + 1319* (q=659)
5692,2789,0.489986,S3,1x2789 + 2903* (q=1451)
5693,5693,1.000000,S1,"AGL(1,5693)"
5694,2791,0.490165,S3,1x2791 + 2903* (q=1451)
5695,1103,0.193679,S7f4,4x1103 + 1283* (q=641)
5696,1319,0.231566,S7f3,3x1459 + 1319* (q=659)
5697,1619,0.284185,S7f2,2x1619 + 2459* (q=1229)
5698,2819,0.494735,S3,1x2819 + 2879* (q=1439)
5699,487,0.085454,S7f4,4x1303 + 487* (q=3)
5700,2797,0.490702,S3,1x2797 + 2903* (q=1451)
5701,5701,1.000000,S1,"AGL(1,5701)"
5702,2851,0.500000,S2,2x2851
5703,1901,0.333333,S2,3x1901
5704,2801,0.491059,S3,1x2801 + 2903* (q=1451)
5705,811,0.142156,S7f6,6x811 + 839* (q=419)
5706,2819,0.494041,S3,1x2887 + 2819* (q=1409)
5707,1097,0.192220,S7f4,4x1097 + 1319* (q=659)
5708,1427,0.250000,S2,4x1427
5709,1901,0.332983,S7f2,2x1901 + 1907* (q=953)
5710,2711,0.474781,S3,1x2711 + 2999* (q=1499)
5711,5711,1.000000,S1,"AGL(1,5711)"
5712,2833,0.495973,S3,1x2833 + 2879* (q=1439)
5713,1753,0.306844,S7f2,2x1753 + 2207* (q=1103)
5714,2857,0.500000,S2,2x2857
5715,1619,0.283290,S7f2,2x2048 + 1619* (q=809)
5716,2837,0.496326,S3,1x2837 + 2879* (q=1439)
5717,5717,1.000000,S1,"AGL(1,5717)"
5718,2719,0.475516,S3,1x2719 + 2999* (q=1499)
5719,1109,0.193915,S7f4,4x1109 + 1283* (q=641)
5720,1459,0.255070,S3,1x4261 + 1459* (q=3)
5721,1907,0.333333,S2,3x1907
5722,2861,0.500000,S2,2x2861
5723,487,0.085095,S11,3x1259 + 487* + 1459* (q=3)
5724,2663,0.465234,S3,1x3061 + 2663* (q=11)
5725,1849,0.322969,S7f2,2x1849 + 2027* (q=1013)
5726,1429,0.249563,S7f3,3x1429 + 1439* (q=719)
5727,1051,0.183517,S7f4,4x1051 + 1523* (q=761)
5728,2819,0.492144,S3,1x2909 + 2819* (q=1409)
5729,811,0.141560,S7f6,6x811 + 863* (q=431)
5730,2851,0.497557,S3,1x2851 + 2879* (q=1439)
5731,1103,0.192462,S7f4,4x1103 + 1319* (q=659)
5732,1459,0.254536,S3,1x4273 + 1459* (q=3)
5733,1907,0.332636,S7f2,2x1913 + 1907* (q=953)
5734,2711,0.472794,S3,1x2711 + 3023* (q=1511)
5735,1069,0.186399,S7f4,4x1069 + 1459* (q=3)
5736,2857,0.498082,S3,1x2857 + 2879* (q=1439)
5737,5737,1.000000,S1,"AGL(1,5737)"
5738,1433,0.249739,S7f3,3x1433 + 1439* (q=719)
5739,1913,0.333333,S2,3x1913
5740,2861,0.498432,S3,1x2861 + 2879* (q=1439)
5741,5741,1.000000,S1,"AGL(1,5741)"
5742,2719,0.473528,S3,1x2719 + 3023* (q=1511)
5743,5743,1.000000,S1,"AGL(1,5743)"
5744,1367,0.237987,S7f3,3x1459 + 1367* (q=683)
5745,1823,0.317319,S7f2,2x1823 + 2099* (q=1049)
5746,2843,0.494779,S3,1x2843 + 2903* (q=1451)
5747,821,0.142857,S2,7x821
5748,2749,0.478253,S3,1x2749 + 2999* (q=1499)
5749,5749,1.000000,S1,"AGL(1,5749)"
5750,1409,0.245043,S7f3,3x1409 + 1523* (q=761)
5751,1117,0.194227,S7f4,4x1117 + 1283* (q=641)
5752,2789,0.484875,S3,1x2789 + 2963* (q=1481)
5753,811,0.140970,S7f6,6x811 + 887* (q=443)
5754,2851,0.495481,S3,1x2851 + 2903* (q=1451)
5755,1151,0.200000,S2,5x1151
5756,1459,0.253475,S3,1x4297 + 1459* (q=3)
5757,1847,0.320827,S7f2,2x1847 + 2063* (q=1031)
5758,2879,0.500000,S2,2x2879
5759,487,0.084563,S7f8,8x659 + 487* (q=3)
5760,2857,0.496007,S3,1x2857 + 2903* (q=1451)
5761,1867,0.324076,S7f2,2x1867 + 2027* (q=1013)
5762,1381,0.239674,S7f3,3x1381 + 1619* (q=809)
5763,1069,0.185494,S7f4,4x1069 + 1487* (q=743)
5764,2861,0.496357,S3,1x2861 + 2903* (q=1451)
5765,1459,0.253079,S7f2,2x2153 + 1459* (q=3)
5766,2879,0.499306,S3,1x2887 + 2879* (q=1439)
5767,1061,0.183978,S7f4,4x1061 + 1523* (q=761)
5768,1427,0.247399,S7f3,3x1427 + 1487* (q=743)
5769,1907,0.330560,S7f2,2x1931 + 1907* (q=953)
5770,2579,0.446967,S3,1x3191 + 2579* (q=1289)
5771,487,0.084387,S7f4,4x1321 + 487* (q=3)
5772,2819,0.488392,S3,1x2953 + 2819* (q=1409)
5773,1907,0.330331,S7f2,2x1933 + 1907* (q=953)
5774,2887,0.500000,S2,2x2887
5775,1123,0.194459,S7f4,4x1123 + 1283* (q=641)
5776,2879,0.498442,S3,1x2897 + 2879* (q=1439)
5777,823,0.142461,S7f6,6x823 + 839* (q=419)
5778,2659,0.460194,S3,1x2659 + 3119* (q=1559)
5779,5779,1.000000,S1,"AGL(1,5779)"
5780,1439,0.248962,S7f3,3x1447 + 1439* (q=719)
5781,1877,0.324684,S7f2,2x1877 + 2027* (q=1013)
5782,2879,0.497925,S3,1x2879 + 2903* (q=1451)
5783,5783,1.000000,S1,"AGL(1,5783)"
5784,2663,0.460408,S3,1x3121 + 2663* (q=11)
5785,1879,0.324806,S7f2,2x1879 + 2027* (q=1013)
5786,1459,0.252160,S3,1x4327 + 1459* (q=3)
5787,1117,0.193019,S7f4,4x1117 + 1319* (q=659)
5788,2879,0.497408,S3,1x2909 + 2879* (q=1439)
5789,827,0.142857,S2,7x827
5790,2887,0.498618,S3,1x2887 + 2903* (q=1451)
5791,5791,1.000000,S1,"AGL(1,5791)"
5792,1439,0.248446,S7f3,3x1451 + 1439* (q=719)
5793,1931,0.333333,S2,3x1931
5794,2897,0.500000,S2,2x2897
5795,729,0.125798,S7f4,4x729 + 2879* (q=1439)
5796,2879,0.496722,S3,1x2917 + 2879* (q=1439)
5797,1879,0.324133,S7f2,2x1879 + 2039* (q=1019)
5798,1459,0.251638,S3,1x4339 + 1459* (q=3)
5799,1933,0.333333,S2,3x1933
5800,2897,0.499483,S3,1x2897 + 2903* (q=1451)
5801,5801,1.000000,S1,"AGL(1,5801)"
5802,2803,0.483109,S3,1x2803 + 2999* (q=1499)
5803,1109,0.191108,S7f4,4x1109 + 1367* (q=683)
5804,1451,0.250000,S2,4x1451
5805,1907,0.328510,S7f2,2x1949 + 1907* (q=953)
5806,2903,0.500000,S2,2x2903
5807,5807,1.000000,S1,"AGL(1,5807)"
5808,2809,0.483643,S3,1x2809 + 2999* (q=1499)
5809,1907,0.328284,S7f2,2x1951 + 1907* (q=953)
5810,2187,0.376420,S3,1x2187 + 3623* (q=1811)
5811,1123,0.193254,S7f4,4x1123 + 1319* (q=659)
5812,2903,0.499484,S3,1x2909 + 2903* (q=1451)
5813,5813,1.000000,S1,"AGL(1,5813)"
5814,2851,0.490368,S3,1x2851 + 2963* (q=1481)
5815,1163,0.200000,S2,5x1163
5816,1459,0.250860,S3,1x4357 + 1459* (q=3)
5817,1889,0.324738,S7f2,2x1889 + 2039* (q=1019)
5818,2909,0.500000,S2,2x2909
5819,729,0.125279,S7f4,4x729 + 2903* (q=1451)
5820,2903,0.498797,S3,1x2917 + 2903* (q=1451)
5821,5821,1.000000,S1,"AGL(1,5821)"
5822,1459,0.250601,S3,1x4363 + 1459* (q=3)
5823,1129,0.193886,S7f4,4x1129 + 1307* (q=653)
5824,2861,0.491243,S3,1x2861 + 2963* (q=1481)
5825,827,0.141974,S7f6,6x827 + 863* (q=431)
5826,2803,0.481119,S3,1x2803 + 3023* (q=1511)
5827,5827,1.000000,S1,"AGL(1,5827)"
5828,1447,0.248284,S7f3,3x1447 + 1487* (q=743)
5829,1901,0.326128,S7f2,2x1901 + 2027* (q=1013)
5830,2903,0.497942,S3,1x2927 + 2903* (q=1451)
5831,1093,0.187446,S7f4,4x1093 + 1459* (q=3)
5832,2879,0.493656,S3,1x2953 + 2879* (q=1439)
5833,1867,0.320075,S7f2,2x1867 + 2099* (q=1049)
5834,2917,0.500000,S2,2x2917
5835,1129,0.193488,S7f4,4x1129 + 1319* (q=659)
5836,2879,0.493317,S3,1x2957 + 2879* (q=1439)
5837,829,0.142025,S7f6,6x829 + 863* (q=431)
5838,2819,0.482871,S3,1x3019 + 2819* (q=1409)
5839,5839,1.000000,S1,"AGL(1,5839)"
5840,1451,0.248459,S7f3,3x1451 + 1487* (q=743)
5841,1907,0.326485,S7f2,2x1907 + 2027* (q=1013)
5842,2903,0.496919,S3,1x2939 + 2903* (q=1451)
5843,5843,1.000000,S1,"AGL(1,5843)"
5844,2677,0.458077,S3,1x2677 + 3167* (q=1583)
5845,1873,0.320445,S7f2,2x1873 + 2099* (q=1049)
5846,1453,0.248546,S7f3,3x1453 + 1487* (q=743)
5847,1949,0.333333,S2,3x1949
5848,2879,0.492305,S3,1x2969 + 2879* (q=1439)
5849,5849,1.000000,S1,"AGL(1,5849)"
5850,2887,0.493504,S3,1x2887 + 2963* (q=1481)
5851,5851,1.000000,S1,"AGL(1,5851)"
5852,1439,0.245899,S7f3,3x1471 + 1439* (q=719)
5853,1951,0.333333,S2,3x1951
5854,2927,0.500000,S2,2x2927
5855,1171,0.200000,S2,5x1171
5856,2903,0.495731,S3,1x2953 + 2903* (q=1451)
5857,5857,1.000000,S1,"AGL(1,5857)"
5858,1277,0.217992,S7f3,3x1277 + 2027* (q=1013)
5859,1123,0.191671,S7f4,4x1123 + 1367* (q=683)
5860,2903,0.495392,S3,1x2957 + 2903* (q=1451)
5861,5861,1.000000,S1,"AGL(1,5861)"
5862,2659,0.453599,S3,1x2659 + 3203* (q=1601)
5863,1061,0.180965,S7f4,4x1061 + 1619* (q=809)
5864,1459,0.248806,S7f3,3x1459 + 1487* (q=743)
5865,1913,0.326172,S7f2,2x1913 + 2039* (q=1019)
5866,2903,0.494886,S3,1x2903 + 2963* (q=1481)
5867,5867,1.000000,S1,"AGL(1,5867)"
5868,2819,0.480402,S3,1x3049 + 2819* (q=1409)
5869,5869,1.000000,S1,"AGL(1,5869)"
5870,1321,0.225043,S7f3,3x1321 + 1907* (q=953)
5871,1171,0.199455,S7f4,4x1171 + 1187* (q=593)
5872,2909,0.495402,S3,1x2909 + 2963* (q=1481)
5873,1459,0.248425,S7f2,2x2207 + 1459* (q=3)
5874,2903,0.494212,S3,1x2971 + 2903* (q=1451)
5875,1109,0.188766,S7f4,4x1109 + 1439* (q=719)
5876,1451,0.246937,S7f3,3x1451 + 1523* (q=761)
5877,1907,0.324485,S7f2,2x1907 + 2063* (q=1031)
5878,2939,0.500000,S2,2x2939
5879,5879,1.000000,S1,"AGL(1,5879)"
5880,2917,0.496088,S3,1x2917 + 2963* (q=1481)
5881,5881,1.000000,S1,"AGL(1,5881)"
5882,1459,0.248045,S3,1x4423 + 1459* (q=3)
5883,1129,0.191909,S7f4,4x1129 + 1367* (q=683)
5884,2861,0.486234,S3,1x2861 + 3023* (q=1511)
5885,1459,0.247918,S7f2,2x2213 + 1459* (q=3)
5886,2887,0.490486,S3,1x2887 + 2999* (q=1499)
5887,1151,0.195516,S7f4,4x1151 + 1283* (q=641)
5888,1439,0.244395,S7f3,3x1483 + 1439* (q=719)
5889,1931,0.327899,S7f2,2x1931 + 2027* (q=1013)
5890,2927,0.496944,S3,1x2927 + 2963* (q=1481)
5891,1024,0.173824,S7f3,3x1024 + 2819* (q=1409)
5892,2689,0.456382,S3,1x2689 + 3203* (q=1601)
5893,1933,0.328016,S7f2,2x1933 + 2027* (q=1013)
5894,1289,0.218697,S7f3,3x1289 + 2027* (q=1013)
5895,1153,0.195589,S7f4,4x1153 + 1283* (q=641)
5896,2897,0.491350,S3,1x2897 + 2999* (q=1499)
5897,5897,1.000000,S1,"AGL(1,5897)"
5898,2879,0.488132,S3,1x3019 + 2879* (q=1439)
5899,1103,0.186981,S7f4,4x1103 + 1487* (q=743)
5900,1471,0.249322,S7f3,3x1471 + 1487* (q=743)
5901,1931,0.327233,S7f2,2x1931 + 2039* (q=1019)
5902,2939,0.497967,S3,1x2939 + 2963* (q=1481)
5903,5903,1.000000,S1,"AGL(1,5903)"
5904,2903,0.491701,S3,1x3001 + 2903* (q=1451)
5905,1933,0.327350,S7f2,2x1933 + 2039* (q=1019)
5906,2953,0.500000,S2,2x2953
5907,1117,0.189098,S7f4,4x1117 + 1439* (q=719)
5908,2909,0.492383,S3,1x2909 + 2999* (q=1499)
5909,841,0.142325,S7f6,6x841 + 863* (q=431)
5910,2887,0.488494,S3,1x2887 + 3023* (q=1511)
5911,2048,0.346473,S3,1x2048 + 3863* (q=1931)
5912,1319,0.223106,S7f3,3x1531 + 1319* (q=659)
5913,1907,0.322510,S7f2,2x1907 + 2099* (q=1049)
5914,2957,0.500000,S2,2x2957
5915,729,0.123246,S7f4,4x729 + 2999* (q=1499)
5916,2953,0.499155,S3,1x2953 + 2963* (q=1481)
5917,1669,0.282069,S7f2,2x1669 + 2579* (q=1289)
5918,1439,0.243156,S7f3,3x1493 + 1439* (q=719)
5919,1973,0.333333,S2,3x1973
5920,2957,0.499493,S3,1x2957 + 2963* (q=1481)
5921,839,0.141699,S7f6,6x839 + 887* (q=443)
5922,2903,0.490206,S3,1x3019 + 2903* (q=1451)
5923,5923,1.000000,S1,"AGL(1,5923)"
5924,1481,0.250000,S2,4x1481
5925,1949,0.328945,S7f2,2x1949 + 2027* (q=1013)
5926,2963,0.500000,S2,2x2963
5927,5927,1.000000,S1,"AGL(1,5927)"
5928,2879,0.485661,S3,1x3049 + 2879* (q=1439)
